Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,Calado arribo,Calado diff,covid_era,atraque_hour_sin,atraque_hour_cos,atraque_dayofweek_sin,atraque_dayofweek_cos,atraque_month_sin,atraque_month_cos
General Cargo,11638,CORONEL,CALLAO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,11.75,6.05,-1.15,post,-0.866025,-0.5,-0.781831,0.62349,0.0,-1.0
General Cargo,11638,CORONEL,CALLAO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,13.083333333333334,6.05,-1.15,post,-0.258819,0.965926,0.0,1.0,0.0,-1.0
Dry Bulk,36396,SANTOS - SP,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,26.666666666666668,10.52,4.84,post,-0.866025,-0.5,0.433884,-0.900969,0.0,-1.0
Dry Bulk,36396,SANTOS - SP,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,83.0,10.52,4.84,post,0.707107,-0.707107,0.0,1.0,0.0,-1.0
Container,17907,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,20.35,6.095,-0.655,post,-0.965926,0.258819,0.433884,-0.900969,0.0,-1.0
Container,39106,ARICA,SANTOS - SP,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,15.083333333333334,8.975,1.215,post,1.0,0.0,-0.433884,-0.900969,0.0,-1.0
Container,39106,ARICA,SANTOS - SP,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,32.166666666666664,8.975,1.215,post,0.258819,-0.965926,0.0,1.0,0.0,-1.0
Container,141406,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,27.5,11.275,1.125,post,0.0,-1.0,0.0,1.0,0.0,-1.0
Container,89010,CALLAO,HONG KONG,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA,34.916666666666664,11.1,0.15,post,-0.866025,0.5,0.974928,-0.222521,0.0,-1.0
Container,94623,VALPARAISO,CALLAO,80925100-4 - SOMARCO,C1,COSCO GROUP,Eurosal,35.25,7.3,-3.0,post,-0.5,0.866025,0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,56978,IQUIQUE,other_destinations,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,14.016666666666667,8.125,0.525,post,-0.5,-0.866025,0.0,1.0,0.0,-1.0
Container,94469,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,21.766666666666666,9.65,1.7,post,-0.5,0.866025,0.0,1.0,0.0,-1.0
General Cargo,11638,CORONEL,CALLAO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,9.1,6.05,-1.15,post,-0.707107,0.707107,0.974928,-0.222521,0.0,-1.0
Container,95256,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,47.38333333333333,10.0,-0.2,post,1.0,0.0,0.974928,-0.222521,0.0,-1.0
General Cargo,37046,BALBOA,VALPARAISO,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,20.75,7.25,3.5,post,-0.5,0.866025,0.974928,-0.222521,0.0,-1.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,24.58333333333333,6.215,-1.96,post,0.5,-0.866025,0.781831,0.62349,0.0,-1.0
Container,91499,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,22.83333333333333,10.65,2.2,post,0.0,1.0,0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,58329,IQUIQUE,YOKOHAMA - KANAGAWA,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,16.166666666666668,8.1,0.7,post,0.965926,0.258819,0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,59217,SANTOS - SP,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,11.0,8.8,0.3,post,0.866025,-0.5,-0.974928,-0.222521,0.0,-1.0
Container,141649,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,58.583333333333336,11.45,0.9,post,-0.258819,-0.965926,0.433884,-0.900969,0.0,-1.0
Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,29.08333333333333,10.5,0.85,post,-0.707107,-0.707107,-0.781831,0.62349,0.0,-1.0
Container,18848,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,19.55,6.0,-1.1,post,-1.0,-0.0,-0.433884,-0.900969,0.0,-1.0
Container,39106,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,25.83333333333333,12.2,0.1,post,0.0,-1.0,-0.974928,-0.222521,0.0,-1.0
Container,46009,MEJILLONES,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,24.416666666666668,9.35,-0.05,post,0.965926,0.258819,-0.781831,0.62349,0.0,-1.0
Vehicle Carrier,59217,MEJILLONES,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,21.0,8.25,0.45,post,1.0,0.0,-0.781831,0.62349,0.0,-1.0
Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,39.66666666666666,12.0,0.8,post,1.0,0.0,0.0,1.0,0.0,-1.0
Container,96424,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,23.55,8.95,1.4,post,-0.258819,-0.965926,0.0,1.0,0.0,-1.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,36.66666666666666,6.29,-4.01,post,0.5,0.866025,0.433884,-0.900969,0.0,-1.0
Dry Bulk,40350,IQUIQUE,other_destinations,80925100-4 - SOMARCO,Sitio 2,NON-LINER,NO SERVICE,36.41666666666666,7.25,0.2,post,0.258819,0.965926,-0.433884,-0.900969,0.0,-1.0
Container,20239,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,14.183333333333334,5.9,-0.15,post,0.866025,-0.5,-0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,59954,IQUIQUE,SANTOS - SP,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,34.45,9.0,0.9,post,0.5,-0.866025,0.781831,0.62349,0.0,-1.0
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 1,TRANSMARES,CABOTAJE SUR,26.0,5.0,-1.58,post,-0.258819,-0.965926,0.974928,-0.222521,0.0,-1.0
Dry Bulk,34520,other_origins,LIRQUEN,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,92.91666666666669,11.18,5.495,post,0.5,-0.866025,-0.433884,-0.900969,0.0,-1.0
Container,141649,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,61.333333333333336,11.3,1.7,post,0.258819,-0.965926,-0.974928,-0.222521,0.0,-1.0
Container,97805,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,24.7,9.35,1.05,post,-0.707107,-0.707107,0.0,1.0,0.0,-1.0
Dry Bulk,40350,MANTA,SANTOS - SP,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,17.666666666666668,6.76,0.01,post,-0.965926,-0.258819,-0.781831,0.62349,0.0,-1.0
Vehicle Carrier,41886,CALLAO,YOKOHAMA - KANAGAWA,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,14.35,7.78,0.67,post,-0.707107,0.707107,-0.781831,0.62349,0.0,-1.0
Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,39.16666666666666,12.25,1.25,post,-0.258819,-0.965926,0.0,1.0,0.0,-1.0
Container,95497,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,20.28333333333333,9.85,0.75,post,-0.707107,0.707107,0.0,1.0,0.5,-0.866025
Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,35.8,12.0,0.25,post,0.707107,-0.707107,0.0,1.0,0.5,-0.866025
Liquid Bulk,15659,BARQUITO,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,26.666666666666668,6.17,-3.89,post,0.866025,-0.5,-0.433884,-0.900969,0.5,-0.866025
Container,141000,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,54.91666666666666,11.2,0.2,post,-0.707107,0.707107,-0.433884,-0.900969,0.5,-0.866025
Dry Bulk,32348,BAHIA BLANCA,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,171.83333333333334,12.2,7.5,post,0.707107,-0.707107,0.781831,0.62349,0.0,-1.0
Container,46009,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,24.33333333333333,11.05,0.0,post,-0.258819,0.965926,0.0,1.0,0.5,-0.866025
Dry Bulk,22662,CALLAO,BALBOA,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,105.16666666666669,11.0,6.17,post,0.258819,-0.965926,0.433884,-0.900969,0.5,-0.866025
Dry Bulk,31572,other_origins,MEJILLONES,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,54.73333333333333,7.89,-1.92,post,-0.5,0.866025,-0.974928,-0.222521,0.5,-0.866025
Dry Bulk,22662,CALLAO,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,23.58333333333333,11.0,6.17,post,-0.866025,0.5,0.0,1.0,0.5,-0.866025
Dry Bulk,22662,CALLAO,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,32.21666666666667,11.0,6.17,post,0.0,-1.0,-0.433884,-0.900969,0.5,-0.866025
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,28.83333333333333,4.975,-0.695,post,-0.965926,-0.258819,0.0,1.0,0.5,-0.866025
Container,25145,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,29.016666666666666,7.6,-0.75,post,0.258819,-0.965926,0.433884,-0.900969,0.0,-1.0
Container,28592,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,25.98333333333333,7.75,-0.15,post,-0.258819,-0.965926,0.433884,-0.900969,0.0,-1.0
Container,54465,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,28.58333333333333,10.1,0.25,post,-0.5,-0.866025,-0.433884,-0.900969,0.5,-0.866025
Vehicle Carrier,58939,ZARATE,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,NASS,8.083333333333334,9.24,0.18,post,0.965926,0.258819,-0.781831,0.62349,0.5,-0.866025
Vehicle Carrier,60213,IQUIQUE,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,20.516666666666666,7.975,0.47,post,0.5,-0.866025,0.0,1.0,0.0,-1.0
Container,17567,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,13.733333333333333,5.875,-1.625,post,-0.707107,-0.707107,0.0,1.0,0.0,-1.0
Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,26.416666666666668,5.33,-1.105,post,-1.0,-0.0,0.433884,-0.900969,0.0,-1.0
Liquid Bulk,18405,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,15.583333333333334,8.35,0.3,post,0.965926,-0.258819,0.974928,-0.222521,0.0,-1.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,ULTRAGAS,CABOTAJE,22.933333333333334,6.245,-2.56,post,0.707107,0.707107,-0.781831,0.62349,0.5,-0.866025
Container,92293,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,48.16666666666666,11.75,0.45,post,-0.5,0.866025,0.0,1.0,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,14.583333333333334,8.95,0.2,post,-0.5,-0.866025,0.781831,0.62349,0.0,-1.0
Liquid Bulk,18405,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,9.6,8.35,0.3,post,0.707107,0.707107,0.781831,0.62349,0.0,-1.0
Container,42799,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,U4Gabac,25.916666666666668,9.3,0.7,post,-0.707107,0.707107,0.433884,-0.900969,0.0,-1.0
Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,29.3,5.0,-6.9,post,-0.5,-0.866025,-0.974928,-0.222521,0.0,-1.0
Container,42609,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,16.533333333333335,9.575,0.575,post,0.965926,-0.258819,0.781831,0.62349,0.0,-1.0
Container,41359,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,17.5,8.95,0.275,post,-0.5,-0.866025,0.781831,0.62349,0.0,-1.0
Container,89174,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,43.833333333333336,11.65,1.35,post,0.258819,0.965926,0.781831,0.62349,0.0,-1.0
Vehicle Carrier,68701,other_origins,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,82.35,8.5,1.7,post,0.0,-1.0,0.781831,0.62349,0.0,-1.0
Dry Bulk,24168,LIRQUEN,SAN ANTONIO - CL,78986820-4 - B&M,C2,NON-LINER,NO SERVICE,83.05,6.1,0.575,post,0.258819,0.965926,0.974928,-0.222521,0.0,-1.0
Liquid Bulk,16222,QUINTERO,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,6.716666666666667,6.55,0.25,post,0.707107,-0.707107,0.974928,-0.222521,0.0,-1.0
Liquid Bulk,16222,QUINTERO,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 3,MOL,CAR CARRIERS,9.166666666666666,6.55,0.25,post,0.0,1.0,0.433884,-0.900969,0.0,-1.0
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C1,HAPAG-LLOYD CHILE SPA,Eurosal,41.2,8.8,-0.6,post,-0.707107,0.707107,0.781831,0.62349,0.0,-1.0
Dry Bulk,9978,other_origins,other_destinations,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,76.91666666666667,8.235,3.935,post,0.0,-1.0,0.433884,-0.900969,0.0,-1.0
Container,89010,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,22.83333333333333,10.5,2.0,post,1.0,0.0,0.433884,-0.900969,0.0,-1.0
Container,26836,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,33.0,8.05,0.3,post,-0.258819,-0.965926,0.433884,-0.900969,0.0,-1.0
Container,42799,ANTOFAGASTA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,19.666666666666668,11.4,0.6,post,-0.866025,0.5,0.433884,-0.900969,0.0,-1.0
Container,91499,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,10.5,12.5,-0.75,post,1.0,0.0,0.974928,-0.222521,0.0,-1.0
Container,95128,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,45.333333333333336,11.0,0.9,post,-0.5,0.866025,0.0,1.0,0.0,-1.0
Liquid Bulk,16222,QUINTERO,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,6.466666666666667,6.55,0.25,post,-0.866025,-0.5,0.433884,-0.900969,0.0,-1.0
Container,54465,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,28.5,9.6,-0.1,post,-0.707107,0.707107,-0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,57350,SANTOS - SP,CALLAO,96566940-k - AGUNSA,C2,HYUNDAI GLOVIS INC.,CAR CARRIERS,39.78333333333333,7.6,0.4,post,0.965926,0.258819,-0.974928,-0.222521,0.0,-1.0
Container,17907,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,19.85,6.75,0.0,post,0.5,-0.866025,-0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,57542,MANZANILLO PANAMA,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,46.75,9.25,1.565,post,-0.707107,0.707107,0.974928,-0.222521,-0.5,-0.866025
Container,140976,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,48.583333333333336,10.7,1.95,post,-0.866025,0.5,-0.974928,-0.222521,0.0,-1.0
Dry Bulk,24168,LIRQUEN,SAN ANTONIO - CL,78986820-4 - B&M,C2,NON-LINER,NO SERVICE,26.83333333333333,6.1,0.575,post,-0.258819,0.965926,-0.781831,0.62349,0.0,-1.0
Dry Bulk,9978,other_origins,other_destinations,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,74.58333333333333,8.235,3.935,post,0.707107,0.707107,0.974928,-0.222521,0.0,-1.0
Dry Bulk,23432,CALLAO,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,96.05,10.0,4.43,post,-0.258819,-0.965926,-0.974928,-0.222521,0.0,-1.0
Dry Bulk,23440,SAN LORENZO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,79.41666666666667,9.63,5.3,post,-0.258819,0.965926,0.781831,0.62349,0.0,-1.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,ULTRAGAS,CABOTAJE,38.083333333333336,6.155,-3.75,post,0.0,1.0,-0.781831,0.62349,0.0,-1.0
Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,18.98333333333333,8.0,0.05,post,-0.258819,-0.965926,0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,59006,ZARATE,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,NASS,7.283333333333333,9.3,0.2,post,-0.707107,-0.707107,0.974928,-0.222521,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,19.2,8.75,-0.05,post,1.0,0.0,0.974928,-0.222521,0.0,-1.0
Container,113042,CALLAO,LIRQUEN,96566940-k - AGUNSA,Sitio 1,ONE,AX2,48.0,10.9,0.85,post,-0.707107,0.707107,0.433884,-0.900969,0.0,-1.0
Container,18321,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,19.216666666666665,10.0,2.2,post,0.965926,0.258819,-0.433884,-0.900969,0.0,-1.0
Dry Bulk,25553,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,86.25,6.9,1.225,post,0.707107,-0.707107,-0.974928,-0.222521,-0.5,-0.866025
Dry Bulk,23432,CALLAO,BALBOA,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,58.91666666666666,10.0,4.43,post,0.707107,-0.707107,-0.433884,-0.900969,0.0,-1.0
Dry Bulk,23238,VANCOUVER - BC,CORONEL,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,54.833333333333336,10.2,3.245,post,-0.866025,0.5,0.974928,-0.222521,-0.5,-0.866025
Liquid Bulk,12136,CORONEL,QUINTERO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,14.05,8.45,0.85,post,-0.707107,-0.707107,-0.781831,0.62349,-0.5,-0.866025
Container,26833,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,17.316666666666666,7.375,0.075,post,-0.5,-0.866025,0.433884,-0.900969,-0.5,-0.866025
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,41.45,10.85,1.15,post,-0.258819,-0.965926,0.0,1.0,-0.5,-0.866025
Container,42799,ANTOFAGASTA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,24.0,9.9,0.8,post,0.258819,0.965926,-0.433884,-0.900969,-0.5,-0.866025
Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,33.916666666666664,12.5,0.25,post,-0.866025,0.5,-0.433884,-0.900969,-0.5,-0.866025
Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,28.25,10.65,-1.45,post,-0.258819,0.965926,0.974928,-0.222521,-0.5,-0.866025
Container,41359,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,21.3,9.05,1.075,post,-0.258819,-0.965926,0.781831,0.62349,-0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,23.883333333333333,9.2,0.075,post,-0.258819,-0.965926,0.781831,0.62349,-0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,17.316666666666666,9.6,-0.05,post,-0.5,-0.866025,0.781831,0.62349,-0.5,-0.866025
Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,39.583333333333336,10.85,-0.05,post,-0.258819,-0.965926,-0.781831,0.62349,-0.5,-0.866025
Container,66433,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,18.25,10.55,2.2,post,-0.866025,0.5,0.974928,-0.222521,-0.5,-0.866025
Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,25.133333333333333,7.95,-0.6,post,-0.5,-0.866025,0.433884,-0.900969,-0.5,-0.866025
Container,123560,VALPARAISO,CALLAO,80992000-3 - ULTRAMAR,C1,HAPAG-LLOYD CHILE SPA,Eurosal,25.266666666666666,8.55,-0.45,post,0.965926,0.258819,0.433884,-0.900969,-0.5,-0.866025
Container,66433,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,10.283333333333331,8.55,-2.15,post,0.965926,0.258819,-0.781831,0.62349,-0.5,-0.866025
Dry Bulk,32431,VANCOUVER - BC,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,12.583333333333334,12.2,3.625,post,-0.965926,0.258819,0.0,1.0,-0.5,-0.866025
Container,54465,ARICA,RIO GRANDE - RS,80992000-3 - ULTRAMAR,Sitio 2,NON-LINER,NO SERVICE,22.666666666666668,8.55,0.7,post,-0.866025,0.5,0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,23238,CORONEL,SAN ANTONIO - CL,78986820-4 - B&M,C1,NON-LINER,NO SERVICE,56.833333333333336,5.9,-1.15,post,0.965926,-0.258819,-0.433884,-0.900969,-0.5,-0.866025
Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,32.25,11.9,1.0,post,1.0,0.0,0.0,1.0,-0.5,-0.866025
Container,95390,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,24.95,9.35,2.75,post,-0.866025,0.5,0.0,1.0,-0.5,-0.866025
Container,96223,MANZANILLO PANAMA,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Eurosal,33.983333333333334,10.65,0.25,post,1.0,0.0,0.974928,-0.222521,-0.5,-0.866025
Container,91051,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,23.666666666666668,10.0,2.15,post,-0.866025,0.5,0.974928,-0.222521,-0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,26.666666666666668,6.0,-3.5,post,0.258819,0.965926,0.0,1.0,-0.5,-0.866025
Dry Bulk,32431,VANCOUVER - BC,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,46.583333333333336,12.2,3.625,post,-0.707107,-0.707107,0.781831,0.62349,-0.5,-0.866025
Container,26671,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,25.666666666666668,8.275,-0.625,post,-0.258819,-0.965926,0.433884,-0.900969,-0.5,-0.866025
Container,89505,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,55.583333333333336,10.75,0.05,post,0.866025,-0.5,-0.974928,-0.222521,-0.5,-0.866025
Container,92198,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,48.61666666666667,11.175,0.525,post,-0.965926,-0.258819,0.0,1.0,-0.5,-0.866025
Dry Bulk,32540,SAN LORENZO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,108.91666666666669,9.71,4.16,post,-0.707107,-0.707107,0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,9978,other_origins,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,86.08333333333333,8.135,2.21,post,0.258819,0.965926,0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,36177,BAHIA BLANCA,COQUIMBO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,89.16666666666667,10.85,5.015,post,0.0,1.0,-0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,35207,SAN LORENZO,PATILLOS,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,90.08333333333331,10.235,4.975,post,1.0,0.0,0.781831,0.62349,-0.5,-0.866025
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 1,NON-LINER,NO SERVICE,24.5,6.45,-0.625,post,0.0,-1.0,-0.781831,0.62349,-0.5,-0.866025
